customer_id,signup_date,tenure_months,plan_type,region,avg_sessions_per_week,avg_session_duration_minutes,feature_usage_score,days_since_last_login,monthly_fee,payment_method,failed_payments_last_3_months,discount_applied,support_tickets_count,avg_ticket_resolution_time_hours,customer_satisfaction_score,marketing_email_opens_last_30_days,churn
CUST102436,21-12-2024,30,basic,West,2.49,10.1,97,6,266,Card,1,No,3,16.3,3,7,1
CUST102437,09-08-2023,9,Basic,West,1.86,52.3,83.8,29,232,UPI,2,Yes,2,18.4,4,5,0
CUST102438,29-11-2023,33,Basic,North,1.86,22.4,44.6,11,285,UPI,0,No,0,20.2,4,14,0
CUST102439,05-09-2025,25,Basic,South,4.85,52.1,67.1,19,291,Card,0,Yes,2,7.5,,12,0
CUST102440,20-08-2024,14,Basic,East,4.43,40.1,27.5,63,259,UPI,1,No,1,5.1,5,11,1
CUST102441,21-02-2024,11,basic,Central,1.27,22.7,36.1,28,261,NetBanking,0,Yes,1,5.7,5,10,0
CUST102442,06-11-2024,35,Pro,North,0.72,28.7,28.2,119,518,UPI,0,No,2,7.4,3,1,0
CUST102443,24-01-2024,14,Basic,West,4.39,41.8,77.6,54,237,UPI,1,Yes,0,4.5,3,11,0
CUST102444,05-01-2024,30,Premium,South,2.69,39.1,10.7,11,910,Card,0,Yes,1,2.6,4,8,0
CUST102445,28-05-2025,4,Premium,Central,4.3,49.3,46.7,83,994,UPI,0,Yes,2,16.9,,3,1
CUST102446,23-11-2025,4,Pro,North,0.32,41.5,85.4,21,405,NetBanking,0,Yes,2,25.7,3,4,0
CUST102447,23-09-2023,28,PRO,West,2.5,35,73.8,109,411,NetBanking,0,Yes,3,25.1,,4,0
CUST102448,20-12-2023,8,Pro,Central,9.22,36.6,48,22,482,Card,0,No,0,4.3,,7,1
CUST102449,02-11-2023,2,Basic,Central,4.05,32.2,67,47,274,Card,0,No,0,1.7,4,4,0
CUST102450,06-12-2024,22,Premium,West,5.01,42.9,48.9,44,978,NetBanking,0,No,3,7.5,5,8,0
CUST102451,25-10-2024,16,Basic,West,5.44,41.3,86,25,263,UPI,0,No,1,3,3,12,0
CUST102452,21-03-2024,29,Premium,East,3.66,38.9,61.5,108,861,UPI,3,No,1,7.4,4,11,0
CUST102453,29-05-2025,30,Pro,Central,2.89,69.5,66.9,110,567,Card,3,No,2,10.4,5,4,0
CUST102454,11-10-2024,12,basic,West,1.22,40.7,99,106,242,NetBanking,1,Yes,1,20.8,3,7,0
CUST102455,28-09-2024,35,Pro,North,0.4,53.5,79.3,27,428,NetBanking,1,No,2,18.9,4,1,1
CUST102456,28-04-2025,11,Pro,South,5.78,25.2,35.7,54,527,NetBanking,4,No,1,0.2,5,1,0
CUST102457,28-09-2024,21,Basic,East,3.53,35.2,79.6,103,275,NetBanking,1,No,3,1,2,1,0
CUST102458,07-11-2025,21,Pro,West,2.08,2.9,93.6,72,418,UPI,1,No,1,43,1,3,0
CUST102459,19-12-2023,5,PRO,South,3.22,36.3,36.6,68,580,UPI,2,No,1,4.6,3,12,0
CUST102460,18-06-2024,20,Pro,East,8.36,25.8,83.6,1,534,Card,0,No,0,25.5,3,11,0
CUST102461,19-04-2024,3,Basic,Central,2.67,24.4,31.4,105,231,Card,0,No,1,2.7,4,7,0
CUST102462,05-07-2025,33,basic,South,2.56,38.2,49.1,27,215,Card,2,Yes,1,23.1,,5,0
CUST102463,02-06-2024,9,Premium,East,1.42,29,72.1,76,731,NetBanking,2,Yes,1,0.8,4,0,0
CUST102464,15-09-2025,9,Pro,West,1.06,11.8,31.9,78,431,Card,0,No,0,2,3,13,0
CUST102465,19-01-2024,4,Pro,West,1.51,31.9,26.9,52,514,Card,0,No,0,20,4,1,0
CUST102466,04-07-2025,35,Premium,East,5.29,88.2,51.6,13,727,UPI,2,No,3,25.3,1,10,0
CUST102467,30-09-2023,17,basic,Central,5.64,41.3,80.5,106,292,NetBanking,0,Yes,2,8.3,5,2,0
CUST102468,07-08-2024,34,Pro,East,11.29,39.2,63.6,45,476,Card,2,Yes,4,2.6,4,1,0
CUST102469,27-11-2025,24,Premium,North,2.41,18,73.1,102,825,Card,0,No,2,15.1,2,11,0
CUST102470,26-11-2023,32,PRO,East,0.85,16.4,72,77,527,NetBanking,2,No,0,1.5,4,2,0
CUST102471,18-09-2023,1,basic,East,1.02,21,59,66,287,Card,1,Yes,0,13.2,4,3,0
CUST102472,24-10-2023,8,Basic,West,3.22,39.2,38.4,73,224,UPI,1,No,0,11.9,3,12,0
CUST102473,22-09-2024,23,PRO,Central,8.54,16.7,48,116,530,Card,0,No,0,7.6,5,0,1
CUST102474,23-05-2025,12,basic,East,3.61,56.4,44.3,101,211,UPI,0,No,0,11.6,3,14,0
CUST102475,10-03-2024,12,Premium,South,4.39,17.6,17.1,69,975,UPI,0,No,1,13.3,,11,0
CUST102476,13-08-2024,15,Basic,West,3.05,47.1,90.9,19,222,NetBanking,2,No,0,10.1,5,2,0
CUST102477,25-07-2024,19,basic,West,1.81,39,67.8,34,271,NetBanking,3,Yes,0,1.1,4,3,0
CUST102478,11-08-2023,26,Basic,East,5.96,57.6,87.1,47,297,NetBanking,1,No,3,0.9,3,11,0
CUST102479,16-09-2024,29,PRO,South,7.21,18.6,79.8,42,414,Card,2,No,1,51.6,4,4,0
CUST102480,02-05-2025,22,Premium,East,2.74,81,16.1,19,768,NetBanking,2,No,2,20.5,4,13,0
CUST102481,23-10-2025,21,Pro,South,5.01,37.8,29.5,112,433,UPI,1,Yes,2,5.8,3,6,0
CUST102482,16-03-2024,20,Premium,West,2.79,53,95.6,55,780,Card,0,Yes,1,17.3,4,12,1
CUST102483,09-03-2025,29,Basic,South,4.85,40.9,51.6,107,216,UPI,1,Yes,0,0,3,2,0
CUST102484,21-07-2024,4,Basic,East,0.56,19.1,83.1,2,213,UPI,0,No,3,8.3,3,2,0
CUST102485,08-08-2024,7,Premium,North,3.85,23.5,61.8,67,725,NetBanking,2,Yes,1,0,3,8,0
CUST102486,22-10-2023,28,Premium,North,2.78,35.4,84.1,10,845,UPI,1,Yes,2,7.4,3,14,1
CUST102487,06-10-2024,28,Premium,South,6.04,23.4,76.1,61,788,UPI,1,Yes,3,16,3,11,1
CUST102488,07-08-2023,4,PRO,East,6.83,37.2,35.2,104,474,NetBanking,2,No,0,9.3,4,1,0
CUST102489,24-12-2024,22,Pro,Central,1.84,48.2,99.2,60,469,UPI,4,Yes,2,4.5,5,2,0
CUST102490,11-05-2025,12,Basic,North,6.18,54.2,54.1,94,218,Card,0,No,2,18.2,,14,1
CUST102491,15-07-2024,3,Premium,West,3.41,60,62.6,57,924,UPI,1,Yes,0,16.9,3,10,0
CUST102492,20-07-2024,22,basic,East,2.26,34.3,58.6,28,250,UPI,0,Yes,1,20,1,12,0
CUST102493,15-03-2025,2,Pro,East,4.77,28.6,89.7,37,543,UPI,0,No,1,10.8,4,7,0
CUST102494,21-08-2024,24,PRO,North,9.53,9,35.2,83,402,NetBanking,1,Yes,2,15.9,,11,1
CUST102495,17-01-2024,34,basic,Central,3.66,,15.6,87,252,UPI,0,Yes,2,20.9,4,0,0
CUST102496,03-12-2025,27,Premium,West,3.64,33.5,48.5,86,735,UPI,2,No,0,6.2,,9,0
CUST102497,26-03-2024,1,Basic,Central,3.83,53.8,92.6,21,260,UPI,2,No,1,7.9,4,10,1
CUST102498,09-02-2025,8,PRO,West,6.9,36.8,49.5,85,564,UPI,0,Yes,0,11.8,4,4,1
CUST102499,23-07-2025,23,Pro,North,2.2,41.3,35,40,434,NetBanking,1,Yes,2,8,3,13,0
CUST102500,08-08-2025,6,Pro,East,1.68,19.7,65.7,83,504,NetBanking,4,No,2,1.4,2,6,1
CUST102501,30-10-2025,22,Pro,West,3.27,28.3,76.4,109,582,UPI,0,No,0,62.8,5,0,0
CUST102502,06-05-2024,25,basic,East,6.95,52.5,51.6,62,243,UPI,0,No,3,26.2,3,8,0
CUST102503,11-04-2024,18,Pro,South,6.1,41.6,44.2,37,426,UPI,3,No,0,20.7,3,5,0
CUST102504,01-03-2024,17,Pro,South,7.99,28,42.8,111,431,NetBanking,0,Yes,4,28.4,4,5,1
CUST102505,23-09-2024,12,Pro,North,8.3,45,47.9,49,437,UPI,0,No,2,3.4,,11,0
CUST102506,05-10-2023,6,basic,North,3.6,36.8,85.8,104,235,Card,0,No,2,18.7,3,9,0
CUST102507,06-10-2025,26,Basic,North,3.7,51.3,53.4,6,238,NetBanking,3,Yes,2,3.8,1,0,0
CUST102508,20-04-2025,27,Basic,South,1.71,42.3,38.3,23,256,NetBanking,1,Yes,2,26.1,5,12,1
CUST102509,26-12-2024,8,PRO,West,3.55,30.1,26.4,113,486,UPI,0,Yes,1,2.1,5,7,0
CUST102510,18-11-2024,19,Basic,Central,4.25,31.7,35.4,107,205,UPI,0,No,2,32.9,2,11,0
CUST102511,07-12-2025,1,Premium,North,1.56,14.4,51.6,100,940,UPI,1,Yes,0,7.2,4,12,0
CUST102512,19-05-2024,29,PRO,Central,13.77,10.7,59.3,45,459,Card,0,No,0,4.6,3,12,0
CUST102513,28-04-2025,35,PRO,Central,4.81,28.4,65.9,24,539,UPI,3,No,3,29.6,5,6,0
CUST102514,09-05-2024,14,Premium,South,3.58,55.3,16.4,77,769,NetBanking,0,No,3,20.3,4,14,0
CUST102515,19-11-2024,35,Basic,West,7.31,41.4,65.2,28,285,NetBanking,0,No,0,15,2,13,0
CUST102516,25-11-2025,20,Premium,South,7.94,30.6,41.7,66,915,UPI,0,No,0,8.2,4,4,1
CUST102517,02-10-2023,13,Pro,North,0.62,44.9,33.1,102,448,NetBanking,1,No,2,4.7,3,6,0
CUST102518,01-08-2023,8,Premium,South,5.91,51.7,39.8,92,771,Card,2,No,0,2,3,14,0
CUST102519,16-05-2025,20,Premium,South,1.5,25.9,80.6,79,848,Card,1,No,2,42,4,9,1
CUST102520,20-11-2024,33,Basic,South,8.72,25.9,82.3,84,267,Card,1,No,1,7.5,3,8,0
CUST102521,20-10-2023,26,Pro,North,1.58,82.9,19.3,21,519,UPI,1,No,1,23.7,4,4,0
CUST102522,09-11-2025,21,Pro,North,2.41,21.6,54.5,84,595,NetBanking,0,No,0,7.9,4,14,0
CUST102523,07-10-2023,9,PRO,South,4.17,26.7,57.7,85,457,NetBanking,1,Yes,1,9.8,,14,0
CUST102524,06-11-2024,24,basic,South,1.8,29.6,12.7,8,248,NetBanking,0,No,2,7.6,3,10,0
CUST102525,16-05-2025,17,basic,Central,3.63,20,74.5,86,294,NetBanking,0,No,0,36.2,4,6,1
CUST102526,06-01-2025,24,Pro,West,8.57,6.1,43,48,581,UPI,2,Yes,2,2.7,4,14,0
CUST102527,23-08-2023,21,Pro,Central,0.76,36.4,47.6,72,530,NetBanking,3,No,1,0.5,3,5,0
CUST102528,23-07-2023,13,Premium,West,3.18,25.6,64.9,113,992,UPI,2,Yes,1,10.4,4,6,0
CUST102529,21-01-2024,11,PRO,West,4.33,41.7,52.2,109,553,NetBanking,2,No,1,4.1,3,2,0
CUST102530,08-02-2025,19,Pro,South,6.37,22.5,77.3,95,549,Card,1,No,1,4.8,4,2,1
CUST102531,04-03-2024,11,Basic,Central,5.51,53.9,63.6,35,266,UPI,1,No,2,34.6,5,12,0
CUST102532,31-05-2025,13,Basic,West,6.83,34.2,30.3,110,235,UPI,1,No,1,28.9,2,12,0
CUST102533,30-04-2024,1,Pro,West,6.46,22.4,88.3,99,411,NetBanking,0,Yes,1,0.9,1,7,0
CUST102534,09-05-2025,19,Premium,North,4.09,24.8,29.4,4,907,NetBanking,1,Yes,0,50.8,1,3,0
CUST102535,14-10-2023,12,Pro,West,1.61,31.2,74.2,89,467,NetBanking,1,No,1,3.9,4,2,0
CUST102536,01-05-2025,8,Pro,South,1.19,55.5,81.3,3,453,Card,0,No,0,1,5,6,0
CUST102537,19-08-2023,8,Premium,East,4.26,26.3,71.9,23,940,Card,0,No,1,2.8,2,1,0
CUST102538,28-09-2023,12,Premium,North,5.47,10.8,48,40,939,UPI,1,Yes,1,22.6,2,9,0
CUST102539,07-02-2024,33,Basic,East,6.2,61.1,89,106,269,UPI,1,No,1,25.5,3,5,1
CUST102540,29-11-2023,26,Basic,South,1.53,7.9,39.5,13,242,UPI,1,Yes,3,5,4,2,0
CUST102541,16-01-2024,28,basic,East,7.71,70.3,71.8,90,238,Card,0,Yes,1,11.9,5,0,0
CUST102542,23-07-2023,5,PRO,West,6.29,7.4,89,11,560,UPI,2,No,0,2.9,3,14,1
CUST102543,26-06-2024,8,Premium,East,2.96,29.1,24,81,936,UPI,0,No,1,2.3,4,9,0
CUST102544,25-09-2024,25,Basic,Central,8.67,28.4,68.7,43,292,UPI,1,No,2,39.1,2,13,1
CUST102545,16-07-2025,27,Basic,South,5.72,48.2,91.1,8,250,NetBanking,1,Yes,0,23,3,9,0
CUST102546,02-08-2023,23,Premium,Central,11.81,45.5,19.3,65,756,Card,1,Yes,0,28.8,2,8,1
CUST102547,22-06-2025,30,PRO,East,6.92,64.2,23.1,114,538,UPI,3,No,2,25.7,2,0,0
CUST102548,20-02-2024,23,Premium,Central,3.21,12.2,44,37,808,UPI,0,Yes,0,24.9,3,13,0
CUST102549,03-08-2024,20,Pro,North,2.4,9.1,99.5,95,406,Card,2,No,1,7.7,2,9,0
CUST102550,19-09-2025,18,Pro,East,8.91,50.7,30.2,76,414,NetBanking,0,Yes,0,17.8,3,8,0
CUST102551,07-11-2023,18,Basic,Central,4.24,69.1,39.2,56,285,UPI,1,Yes,0,9.5,2,0,1
CUST102552,15-07-2025,2,Basic,West,5.91,53.3,85.2,46,239,NetBanking,0,Yes,0,0.7,4,5,0
CUST102553,03-04-2024,4,Pro,East,4.55,46.1,21.8,54,427,UPI,0,No,1,1.7,1,11,0
CUST102554,09-04-2024,30,Pro,North,8,52.8,99.7,87,417,UPI,1,No,0,5.4,4,8,0
CUST102555,01-02-2024,33,Basic,West,6.7,14.8,76.5,1,247,UPI,2,Yes,1,4.7,3,14,0
CUST102556,25-10-2025,18,Premium,East,1.52,31.5,96.3,111,878,NetBanking,0,Yes,0,10.5,4,7,0
CUST102557,31-05-2024,19,Basic,West,8.1,35.5,23,101,294,Card,2,No,1,5.2,4,1,0
CUST102558,11-04-2025,28,PRO,East,12.1,33.4,30.9,109,465,Card,1,No,2,7.2,2,5,0
CUST102559,22-08-2025,20,basic,East,9.49,42.9,43.4,82,282,NetBanking,2,No,2,6.5,,11,0
CUST102560,27-09-2024,33,Premium,South,4.43,34.6,14.6,110,904,UPI,1,Yes,2,6,4,7,0
CUST102561,28-08-2023,12,Basic,Central,3.52,28.3,15.5,17,282,NetBanking,1,No,0,8.2,4,9,0
CUST102562,02-02-2024,15,PRO,East,10.15,17.7,91.3,107,461,Card,0,Yes,2,22.3,5,4,0
CUST102563,27-10-2024,2,Basic,North,9.13,32.8,13.8,65,222,Card,0,Yes,2,9.4,3,8,1
CUST102564,18-03-2025,29,Pro,Central,5.81,15.6,77.5,89,533,Card,0,No,0,20.5,3,8,0
CUST102565,20-02-2025,10,PRO,South,5.63,33.6,74.6,56,453,UPI,1,No,1,2.6,2,9,0
CUST102566,18-10-2024,2,Basic,Central,4.75,39.9,16.6,115,228,Card,2,No,2,9.5,3,4,0
CUST102567,14-04-2024,11,basic,Central,1.4,25.1,26.9,63,251,NetBanking,1,No,3,14.9,4,14,0
CUST102568,08-09-2025,13,Premium,East,5.32,46.2,50.9,87,741,UPI,0,Yes,3,5.7,5,9,1
CUST102569,04-09-2024,10,Premium,North,6.6,50.4,67.7,111,983,Card,0,No,0,19.9,3,3,0
CUST102570,05-03-2024,14,Basic,East,5.24,27.5,90.6,26,225,Card,0,No,0,11.8,4,14,1
CUST102571,26-07-2024,18,Basic,North,0.43,29.3,57.4,118,293,UPI,3,No,3,0.1,2,13,0
CUST102572,30-09-2025,9,Basic,North,6.87,46,94.3,52,211,Card,1,No,0,20.6,4,9,1
CUST102573,26-08-2025,28,Basic,West,7.18,19.9,27.1,58,284,UPI,0,No,0,2.2,1,10,0
CUST102574,01-05-2024,3,Premium,East,2.58,18.4,66.1,115,971,UPI,1,No,0,23.2,5,9,0
CUST102575,07-11-2025,20,Pro,South,2.46,29.7,86,117,447,Card,0,Yes,0,16.1,3,11,1
CUST102576,19-11-2023,6,Pro,Central,1.94,34.7,31,28,510,UPI,1,No,2,14.8,5,1,0
CUST102577,30-08-2023,27,Premium,West,5.35,26.8,81,110,700,UPI,0,Yes,1,14.3,3,8,1
CUST102578,17-01-2025,2,Pro,South,3.81,43.6,46,71,463,NetBanking,1,No,3,3.4,3,5,1
CUST102579,01-08-2024,29,PRO,East,3.86,14.6,100,116,475,Card,0,Yes,1,54,3,8,0
CUST102580,04-10-2023,3,basic,North,3.9,41.7,18.2,94,280,Card,2,No,1,10.6,3,11,0
CUST102581,10-11-2025,16,Pro,East,4.17,26.9,59.8,97,406,UPI,0,Yes,1,10.3,4,13,0
CUST102582,10-06-2024,30,Pro,East,4.73,58.8,80.5,13,521,Card,0,No,3,19.6,3,1,0
CUST102583,25-11-2023,2,Basic,West,3,48.7,70.9,67,237,NetBanking,1,Yes,1,1.5,2,14,0
CUST102584,04-03-2025,17,basic,South,2.19,36.9,55.5,42,217,NetBanking,2,No,1,23.6,4,8,0
CUST102585,12-08-2025,12,Basic,West,5.74,34.4,56.2,112,265,NetBanking,1,No,1,11.2,3,4,0
CUST102586,21-07-2025,35,Basic,South,7.68,27.3,46.5,28,284,NetBanking,0,Yes,2,1,4,5,0
CUST102587,13-03-2024,1,Pro,West,5.63,,40.8,56,575,Card,0,Yes,1,9.1,3,1,1
CUST102588,15-08-2024,15,Pro,Central,13.24,36.7,63.4,117,448,UPI,4,No,1,26.2,3,13,1
CUST102589,04-02-2024,26,Pro,North,1.63,52,77.4,102,496,UPI,3,No,1,29.5,4,0,0
CUST102590,30-12-2023,21,basic,North,4.68,20.8,35.1,32,205,NetBanking,0,Yes,0,12.1,3,5,0
CUST102591,03-04-2025,31,PRO,North,6.85,22.6,95.2,20,416,NetBanking,0,Yes,1,8.9,3,6,0
CUST102592,08-09-2023,25,Basic,Central,3.21,36.6,42.8,40,245,NetBanking,0,No,0,8.4,3,13,1
CUST102593,28-07-2024,23,Pro,Central,8.81,16,49.1,112,464,Card,4,No,0,2.2,3,3,0
CUST102594,11-06-2025,24,PRO,North,5.49,24,47,0,407,UPI,0,Yes,1,2.4,3,12,1
CUST102595,12-10-2023,28,Basic,North,6.38,28.4,20,26,294,UPI,0,No,0,14.6,4,3,0
CUST102596,21-07-2024,21,PRO,South,6.2,36.9,20.4,1,436,UPI,1,No,2,14.4,1,6,0
CUST102597,29-04-2025,18,PRO,South,5.14,65.9,81.6,63,533,Card,1,No,0,0,3,3,0
CUST102598,26-09-2025,35,Basic,East,3.09,34.3,44.3,50,254,NetBanking,1,No,2,5.2,5,2,0
CUST102599,09-11-2023,9,Basic,West,10.8,40.7,29.4,117,278,NetBanking,3,No,2,15.4,4,7,0
CUST102600,19-12-2024,30,Premium,South,3.85,33.9,73.7,106,803,NetBanking,1,No,1,1.8,,2,0
CUST102601,07-12-2025,34,Basic,South,7.33,39.5,96.4,53,232,UPI,0,No,2,16.5,3,8,1
CUST102602,29-07-2024,32,Premium,South,5.04,37.3,94.3,73,950,Card,2,Yes,0,5.5,3,5,0
CUST102603,10-06-2024,3,Pro,South,3.24,49.5,75.1,73,487,Card,0,No,1,33.7,3,1,0
CUST102604,12-10-2023,3,basic,Central,3.22,60.3,27.2,29,236,Card,2,No,1,32.1,3,0,0
CUST102605,27-10-2023,28,Basic,East,3.58,32.8,23.9,0,238,UPI,2,Yes,0,2.6,1,3,0
CUST102606,25-01-2025,15,Pro,South,7.79,29.5,88.4,94,572,NetBanking,1,No,2,20.1,3,12,0
CUST102607,30-03-2025,23,Pro,West,3.4,70.6,96.7,98,425,UPI,2,No,2,5,1,2,0
CUST102608,19-09-2023,11,PRO,South,2.3,60.6,66,111,516,Card,1,No,0,5.5,,10,1
CUST102609,08-10-2025,32,Premium,Central,1.19,40.3,91.1,28,740,Card,1,No,1,23.2,,10,0
CUST102610,09-10-2023,33,Premium,North,8.5,53.9,83.3,12,915,NetBanking,1,No,2,8.7,5,13,0
CUST102611,10-08-2025,24,basic,North,11.99,59.5,23.9,72,205,NetBanking,0,Yes,1,15.2,4,1,0
CUST102612,20-08-2025,34,Premium,East,4.59,31.7,30.1,103,892,UPI,0,No,1,4.6,1,8,0
CUST102613,04-08-2024,28,Premium,North,6.28,49.7,16.1,42,789,Card,0,Yes,2,18.2,5,11,1
CUST102614,30-08-2023,7,Premium,South,2.95,37.7,52.7,40,938,UPI,0,Yes,1,15.7,4,4,0
CUST102615,16-08-2024,4,Pro,Central,4.7,38.2,39.2,74,484,Card,0,No,3,37.6,3,1,0
CUST102616,29-10-2024,1,PRO,East,2.06,47.2,48.3,87,547,Card,0,Yes,2,2.5,5,5,0
CUST102617,29-05-2024,1,Pro,South,4.57,61.5,10.8,88,467,Card,0,No,0,3.3,1,13,0
CUST102618,14-04-2024,20,basic,North,17.42,43.5,74.9,118,221,UPI,1,No,2,62,,6,0
CUST102619,25-03-2025,19,Premium,West,1.1,49.2,28.1,57,970,Card,0,No,0,12.1,3,1,1
CUST102620,07-02-2025,29,Basic,South,3.22,49.1,43.1,76,254,NetBanking,1,No,5,1.7,,5,1
CUST102621,17-05-2024,10,Basic,West,6.24,55.2,46.2,13,298,NetBanking,1,Yes,4,16,4,9,0
CUST102622,26-08-2023,18,Premium,West,9.72,44.3,16,40,836,UPI,0,No,0,2.2,3,5,0
CUST102623,25-08-2024,28,Basic,East,9.78,39.1,42.9,66,243,Card,0,Yes,1,8.5,,2,0
CUST102624,27-07-2023,35,Premium,Central,5.14,30.5,91,53,960,NetBanking,1,No,4,36.3,4,1,0
CUST102625,29-11-2025,31,PRO,North,4.31,45.5,90.4,5,478,NetBanking,1,Yes,4,8.7,,14,0
CUST102626,11-08-2024,27,Basic,North,2.7,29.9,12.2,45,232,Card,1,No,0,11,4,13,0
CUST102627,06-09-2024,11,Pro,South,5.47,37.1,12.7,76,549,Card,1,Yes,2,6.7,,13,0
CUST102628,19-09-2025,5,PRO,North,8.63,20.2,63.5,0,452,NetBanking,0,No,1,19.9,4,8,0
CUST102629,14-10-2025,8,Pro,East,7.59,67.4,28.4,28,401,NetBanking,1,No,0,2.6,,6,0
CUST102630,24-11-2023,34,Premium,North,1.28,19.2,90.9,77,721,NetBanking,0,Yes,6,8.7,5,10,1
CUST102631,27-05-2025,12,Premium,South,2.05,44.1,53.5,75,943,NetBanking,2,No,1,5.2,3,4,0
CUST102632,04-03-2025,1,basic,North,4.06,24,39.3,25,290,Card,1,No,0,23,4,10,0
CUST102633,27-09-2024,31,Basic,Central,1.97,15.1,95.8,57,277,UPI,0,No,1,7.3,5,8,0
CUST102634,17-02-2025,4,Premium,West,5.63,42.9,38.6,86,765,Card,2,Yes,2,3.1,4,6,1
CUST102635,31-03-2025,5,Pro,West,1.02,58.3,38.9,2,513,UPI,1,Yes,2,26.8,3,2,0
CUST102636,31-08-2024,30,Basic,West,1.78,24.2,22,59,266,Card,1,Yes,2,9.4,4,1,0
CUST102637,31-05-2024,24,Premium,Central,7.61,44.6,30,13,781,Card,0,Yes,1,21.9,3,11,0
CUST102638,24-07-2023,3,Premium,East,6.97,62.8,78.4,97,720,UPI,0,No,3,5.8,4,5,0
CUST102639,28-07-2025,11,Pro,South,1.21,70.2,78.4,22,430,NetBanking,3,Yes,0,38.1,5,14,0
CUST102640,05-08-2024,4,Pro,Central,7.79,31.7,44.8,61,492,NetBanking,1,No,2,13.9,4,12,0
CUST102641,28-04-2025,26,PRO,South,2.64,35.2,41.4,9,417,Card,0,Yes,1,37.2,2,10,0
CUST102642,28-09-2023,27,PRO,East,10.84,37.7,47.7,3,404,UPI,0,Yes,2,3.8,2,10,1
CUST102643,24-02-2025,27,Premium,Central,7.41,46.9,37.1,38,751,NetBanking,1,Yes,4,11,3,6,0
CUST102644,04-07-2025,6,Premium,North,3.57,33.4,64.7,112,943,Card,0,No,0,2.3,4,11,0
CUST102645,20-09-2024,15,Pro,East,5.63,45.8,85.3,73,582,Card,0,Yes,2,0.6,5,8,0
CUST102646,30-07-2024,30,PRO,West,3.99,35.2,10.8,87,468,Card,1,Yes,0,1.9,3,14,0
CUST102647,23-05-2024,35,Premium,Central,7.62,24.7,94.2,33,944,NetBanking,1,No,0,16,4,11,0
CUST102648,25-05-2025,23,Basic,East,1.36,42.7,20.6,87,232,Card,2,Yes,1,24,3,10,1
CUST102649,01-01-2024,6,Basic,East,5.3,27.4,91,119,281,Card,1,No,1,0.8,4,8,0
CUST102650,05-10-2023,4,Premium,Central,1.79,21.2,31,24,724,NetBanking,0,Yes,1,5.4,4,10,1
CUST102651,05-08-2025,18,Basic,West,8.26,36.1,92.5,51,282,UPI,0,No,1,8.9,1,7,0
CUST102652,27-01-2025,9,Basic,West,6.37,23.8,80.9,14,288,Card,1,Yes,0,7.3,5,10,0
CUST102653,16-01-2025,29,Basic,East,0.84,30.7,34.2,11,260,Card,1,No,0,0.8,4,1,0
CUST102654,12-02-2025,13,Pro,South,3.01,50.6,12.5,0,419,Card,0,Yes,0,3.9,5,1,0
CUST102655,26-07-2024,17,Basic,East,5.66,27.1,74.4,105,208,UPI,1,Yes,2,7.3,4,8,0
CUST102656,09-12-2024,32,basic,Central,0.78,17.9,84,119,248,NetBanking,0,Yes,2,0.3,4,7,0
CUST102657,02-01-2024,22,Premium,Central,2.5,44.8,71.2,8,699,UPI,0,No,3,9.9,4,4,0
CUST102658,22-09-2025,4,PRO,Central,6.25,52.5,44.3,58,526,NetBanking,0,No,1,16,3,9,0
CUST102659,15-02-2025,5,PRO,West,1.29,29.4,21.5,13,523,Card,0,No,1,2.7,,6,1
CUST102660,29-04-2024,13,Basic,North,1.83,56.2,41.2,104,240,UPI,0,No,1,7.9,4,9,1
CUST102661,07-11-2023,34,PRO,Central,3.03,44.6,34.2,117,587,Card,2,No,3,6.8,,14,0
CUST102662,14-03-2025,22,PRO,Central,2.74,57.6,75.1,30,435,NetBanking,1,No,2,4.8,3,6,0
CUST102663,17-12-2024,23,PRO,South,4.72,21.7,24.3,87,409,Card,2,Yes,2,14.9,4,11,0
CUST102664,19-03-2024,3,Basic,South,10.2,8.9,83.8,119,284,NetBanking,1,Yes,2,17.3,2,6,0
CUST102665,03-03-2024,34,Pro,East,5.16,43.8,65.1,52,519,NetBanking,0,Yes,1,3.6,4,10,0
CUST102666,16-06-2025,32,Premium,East,4.17,35.8,53.4,62,700,Card,0,Yes,3,55.1,5,4,0
CUST102667,15-03-2024,21,PRO,East,6.48,39.4,42.4,115,497,UPI,0,Yes,3,7.8,5,4,1
CUST102668,15-07-2025,21,PRO,Central,3.36,42.3,55.7,9,561,Card,0,Yes,1,39.4,3,4,1
CUST102669,03-03-2024,11,Pro,South,7.15,59.1,58.6,105,568,UPI,1,No,1,1.1,4,5,1
CUST102670,10-06-2025,4,Pro,East,3.88,26,31.3,42,440,NetBanking,1,No,3,21.7,4,14,0
CUST102671,14-07-2025,1,PRO,South,7.84,61.2,99,17,450,Card,1,Yes,1,10.4,3,3,0
CUST102672,02-12-2024,28,Basic,Central,2.03,28.2,91.9,66,296,Card,3,No,4,37.4,3,8,1
CUST102673,18-11-2025,24,PRO,Central,2.31,43.1,45.2,58,426,UPI,1,No,1,12.5,5,1,0
CUST102674,19-05-2024,35,Premium,East,6.22,41.6,32.9,75,845,UPI,0,No,0,13.9,3,1,1
CUST102675,15-11-2024,13,PRO,Central,2.97,23.9,37.6,98,400,NetBanking,3,Yes,2,12.3,4,3,1
CUST102676,06-10-2025,34,basic,Central,4.76,42.5,98.2,107,284,UPI,0,No,0,2.2,4,14,0
